Maximum_humidity_,Average_humidity_,Minimum_humidity_,Precipitation_mm,Average_temperature_C,Maximum_temperature_C,Minimum_temperature_C,Heating_Degree_Days_Base_20_C,Heating_Degree_Days_base_18_C,Cooling_Degree_Days_Base_21_C,Average_speed_ms,Gust_speed_ms,Stay_time_min,Calm_duration_min,Ava_date
91.0,74.0,45.0,0.0,9.0,14.8,6.2,9.5,7.5,0.0,1.5,4.7,960.0,20.0,0.0
74.0,57.0,37.0,0.0,11.8,17.1,8.0,7.5,5.5,0.0,1.7,6.8,890.0,10.0,0.0
99.0,67.0,49.0,0.0,11.3,16.3,7.2,8.3,6.3,0.0,1.1,6.7,280.0,50.0,0.0
94.0,66.0,43.0,0.6,11.0,15.5,7.8,8.4,6.4,0.0,1.1,9.5,250.0,60.0,0.0
99.0,71.0,40.0,0.0,9.5,14.3,5.5,10.1,8.1,0.0,1.1,7.1,210.0,10.0,0.0
99.0,95.0,73.0,0.4,5.5,7.8,3.6,14.3,12.3,0.0,0.6,3.5,200.0,310.0,0.0
99.0,99.0,98.0,2.4,4.1,5.8,2.8,15.7,13.7,0.0,1.0,2.9,580.0,50.0,0.0
99.0,99.0,99.0,10.2,4.3,5.8,0.6,16.8,14.8,0.0,0.7,3.6,300.0,180.0,1.0
99.0,91.0,55.0,23.6,1.7,5.6,-0.2,17.3,15.3,0.0,1.4,7.3,440.0,40.0,1.0
99.0,89.0,59.0,10.4,3.4,5.1,2.0,16.5,14.5,0.0,1.1,10.6,240.0,60.0,0.0
99.0,85.0,62.0,2.4,2.8,6.0,1.3,16.4,14.4,0.0,1.2,8.0,370.0,20.0,0.0
89.0,63.0,46.0,0.0,2.1,5.0,0.0,17.5,15.5,0.0,1.2,8.8,220.0,30.0,1.0
99.0,76.0,55.0,11.2,0.5,4.1,-1.3,18.6,16.6,0.0,1.0,3.9,440.0,20.0,0.0
99.0,83.0,62.0,0.0,-0.3,3.2,-2.7,19.8,17.8,0.0,1.4,7.3,440.0,40.0,0.0
88.0,59.0,35.0,0.0,-0.8,4.3,-3.4,19.6,17.6,0.0,1.1,6.4,430.0,20.0,1.0
93.0,80.0,60.0,0.0,-1.1,2.1,-3.8,20.9,18.9,0.0,1.4,7.3,440.0,40.0,1.0
99.0,81.0,66.0,0.0,-0.7,1.0,-3.4,21.2,19.2,0.0,1.0,6.5,350.0,20.0,0.0
99.0,43.0,20.0,0.0,0.5,3.5,-3.4,20.0,18.0,0.0,1.9,12.0,390.0,0.0,1.0
53.0,39.0,28.0,0.0,-0.5,3.4,-3.0,19.8,17.8,0.0,1.7,11.1,450.0,10.0,1.0
99.0,78.0,37.0,9.8,-2.8,-2.0,-3.3,22.7,20.7,0.0,1.2,6.7,360.0,20.0,1.0
99.0,99.0,99.0,4.8,-2.5,-0.4,-4.3,22.4,20.4,0.0,1.4,7.3,440.0,40.0,1.0
99.0,99.0,99.0,0.6,-2.5,-0.9,-4.0,22.5,20.5,0.0,1.4,7.3,440.0,40.0,0.0
99.0,83.0,47.0,0.0,-2.5,2.0,-4.5,21.3,19.3,0.0,1.2,5.8,590.0,10.0,0.0
99.0,85.0,68.0,0.6,-3.3,-1.0,-4.8,22.9,20.9,0.0,1.4,7.3,440.0,40.0,1.0
99.0,99.0,97.0,1.2,-1.0,0.7,-3.1,21.2,19.2,0.0,1.4,7.3,440.0,40.0,1.0
99.0,99.0,95.0,0.4,1.3,3.3,0.0,18.4,16.4,0.0,1.4,7.3,440.0,40.0,0.0
99.0,98.0,92.0,1.4,0.6,1.3,-0.5,19.6,17.6,0.0,1.4,7.3,440.0,40.0,0.0
99.0,99.0,98.0,1.2,-0.2,0.6,-0.9,20.2,18.2,0.0,1.4,7.3,440.0,40.0,1.0
99.0,97.0,89.0,16.6,0.6,1.8,-0.3,19.3,17.3,0.0,1.4,7.3,440.0,40.0,1.0
99.0,99.0,99.0,29.0,0.3,1.0,-0.2,19.6,17.6,0.0,1.4,7.3,440.0,40.0,1.0
99.0,94.0,81.0,0.6,3.4,6.7,1.0,16.2,14.2,0.0,1.4,7.3,440.0,40.0,1.0
82.0,69.0,48.0,0.0,4.6,9.6,2.1,14.2,12.2,0.0,1.0,3.1,860.0,110.0,0.0
99.0,85.0,55.0,11.0,2.0,5.8,-0.3,17.3,15.3,0.0,1.4,7.3,440.0,40.0,1.0
91.0,76.0,54.0,0.0,2.6,5.0,1.5,16.8,14.8,0.0,1.4,11.1,340.0,0.0,0.0
98.0,69.0,46.0,0.2,2.2,4.4,-0.2,17.9,15.9,0.0,2.1,11.6,610.0,0.0,0.0
65.0,49.0,24.0,0.0,1.6,7.1,-0.7,16.8,14.8,0.0,0.9,8.5,290.0,110.0,1.0
99.0,96.0,64.0,54.2,-1.6,0.7,-2.9,21.1,19.1,0.0,1.4,7.3,440.0,40.0,1.0
99.0,84.0,63.0,0.0,-0.7,2.9,-3.4,20.3,18.3,0.0,1.2,4.1,730.0,20.0,0.0
95.0,85.0,64.0,0.0,-1.2,4.6,-4.5,20.0,18.0,0.0,1.0,3.2,710.0,30.0,0.0
97.0,74.0,40.0,0.0,-3.5,-0.2,-6.7,23.5,21.5,0.0,1.4,3.2,1140.0,20.0,1.0
47.0,41.0,26.0,0.0,1.2,7.2,-1.3,17.1,15.1,0.0,1.4,2.9,1070.0,30.0,1.0
56.0,41.0,31.0,0.0,3.6,6.4,0.7,16.5,14.5,0.0,1.5,8.4,550.0,30.0,1.0
55.0,43.0,29.0,0.0,5.3,8.0,2.4,14.8,12.8,0.0,1.9,12.9,380.0,0.0,1.0
63.0,39.0,28.0,0.0,3.2,7.5,1.1,15.7,13.7,0.0,1.1,8.1,530.0,110.0,1.0
95.0,63.0,38.0,0.0,1.0,5.1,-1.6,18.3,16.3,0.0,2.6,15.9,870.0,0.0,0.0
58.0,35.0,17.0,0.0,0.4,3.7,-2.1,19.2,17.2,0.0,1.8,12.0,400.0,10.0,0.0
75.0,41.0,20.0,0.0,0.9,3.4,-1.7,19.2,17.2,0.0,1.2,10.0,420.0,90.0,1.0
96.0,54.0,25.0,0.6,-2.7,0.2,-5.2,22.5,20.5,0.0,2.0,15.0,340.0,30.0,1.0
99.0,95.0,71.0,12.2,-3.7,-1.0,-6.9,24.0,22.0,0.0,2.7,24.5,390.0,0.0,1.0
99.0,75.0,52.0,3.4,3.7,6.6,-1.7,17.6,15.6,0.0,2.5,16.4,670.0,0.0,1.0
90.0,73.0,55.0,0.0,2.2,5.9,-1.5,17.8,15.8,0.0,1.0,4.3,630.0,50.0,1.0
99.0,89.0,78.0,0.0,0.6,2.4,-0.5,19.1,17.1,0.0,1.4,7.3,440.0,40.0,0.0
99.0,99.0,99.0,5.8,0.6,1.2,0.3,19.3,17.3,0.0,1.4,7.3,440.0,40.0,1.0
99.0,99.0,99.0,4.2,2.2,3.4,1.0,17.8,15.8,0.0,1.4,7.3,440.0,40.0,1.0
99.0,99.0,99.0,0.4,2.1,2.5,1.6,18.0,16.0,0.0,1.4,7.3,440.0,40.0,0.0
99.0,99.0,91.0,49.8,0.7,2.2,-0.7,19.3,17.3,0.0,1.4,7.3,440.0,40.0,1.0
99.0,92.0,68.0,9.6,0.9,2.7,-0.3,18.8,16.8,0.0,1.4,7.3,440.0,40.0,1.0
99.0,85.0,59.0,1.4,0.2,3.0,-2.1,19.6,17.6,0.0,2.4,17.2,710.0,0.0,0.0
96.0,74.0,38.0,0.8,-0.6,1.3,-2.0,20.4,18.4,0.0,2.7,20.2,360.0,10.0,1.0
97.0,64.0,20.0,3.4,3.7,7.9,0.7,15.7,13.7,0.0,2.3,14.6,500.0,30.0,1.0
42.0,15.0,6.0,0.0,6.7,9.3,0.7,15.0,13.0,0.0,4.2,18.1,840.0,10.0,0.0
58.0,29.0,6.0,0.0,4.3,9.6,0.4,15.0,13.0,0.0,1.9,13.1,360.0,10.0,0.0
98.0,61.0,38.0,0.6,3.0,4.7,1.1,17.1,15.1,0.0,1.8,12.1,330.0,10.0,1.0
60.0,37.0,26.0,0.0,2.1,6.7,-1.0,17.2,15.2,0.0,1.2,3.9,720.0,80.0,1.0
41.0,31.0,24.0,0.0,4.0,8.3,-0.3,16.0,14.0,0.0,1.3,2.7,1050.0,30.0,0.0
52.0,43.0,33.0,0.0,2.8,6.3,0.1,16.8,14.8,0.0,1.2,3.2,920.0,40.0,0.0
49.0,39.0,27.0,0.0,5.0,9.2,1.0,14.9,12.9,0.0,1.2,2.7,840.0,20.0,0.0
53.0,37.0,26.0,0.0,4.9,9.7,0.3,15.0,13.0,0.0,1.4,3.0,1080.0,50.0,1.0
61.0,51.0,39.0,0.0,1.6,6.2,-1.1,17.5,15.5,0.0,1.1,2.7,820.0,50.0,1.0
51.0,36.0,24.0,0.0,5.5,8.9,2.6,14.3,12.3,0.0,1.3,9.7,290.0,40.0,1.0
50.0,33.0,22.0,0.0,6.1,9.1,2.9,14.0,12.0,0.0,1.6,14.7,190.0,50.0,1.0
59.0,39.0,17.0,0.0,4.3,7.7,0.3,16.0,14.0,0.0,1.2,8.3,480.0,70.0,1.0
60.0,47.0,28.0,0.0,2.8,7.3,-0.2,16.5,14.5,0.0,1.1,7.2,620.0,40.0,0.0
47.0,26.0,9.0,0.0,6.1,9.8,0.5,14.9,12.9,0.0,2.9,19.5,600.0,20.0,1.0
46.0,38.0,27.0,0.0,3.2,8.5,-0.9,16.2,14.2,0.0,1.2,3.3,1010.0,50.0,1.0
49.0,39.0,27.0,0.0,4.3,8.8,0.3,15.5,13.5,0.0,1.2,3.4,860.0,60.0,0.0
61.0,49.0,35.0,0.0,1.6,5.3,-0.4,17.6,15.6,0.0,1.3,9.5,300.0,70.0,1.0
60.0,37.0,22.0,0.0,0.6,7.0,-1.7,17.4,15.4,0.0,1.2,3.4,950.0,40.0,1.0
40.0,29.0,19.0,0.0,2.2,7.7,-1.8,17.1,15.1,0.0,1.4,10.5,740.0,10.0,1.0
64.0,43.0,23.0,0.0,0.7,6.1,-2.8,18.4,16.4,0.0,1.0,2.3,780.0,40.0,1.0
76.0,56.0,35.0,0.0,-1.6,4.3,-3.8,19.8,17.8,0.0,0.8,2.3,660.0,80.0,1.0
79.0,65.0,43.0,0.0,-1.3,4.4,-3.9,19.8,17.8,0.0,0.7,3.3,580.0,90.0,0.0
79.0,65.0,45.0,0.0,-0.5,5.4,-2.2,18.4,16.4,0.0,1.1,2.5,910.0,40.0,1.0
99.0,71.0,51.0,5.0,-0.3,4.1,-2.6,19.3,17.3,0.0,1.4,7.3,440.0,40.0,1.0
60.0,31.0,17.0,0.0,-1.2,1.4,-5.1,21.9,19.9,0.0,2.2,12.7,400.0,0.0,1.0
62.0,44.0,22.0,0.0,-4.6,-1.1,-6.8,24.0,22.0,0.0,1.2,4.4,720.0,10.0,1.0
76.0,64.0,54.0,0.0,-5.3,-3.6,-6.9,25.3,23.3,0.0,1.0,3.2,420.0,20.0,0.0
71.0,48.0,36.0,0.0,-2.7,1.1,-7.0,23.0,21.0,0.0,0.9,2.8,510.0,120.0,1.0
45.0,34.0,18.0,0.0,1.6,7.2,-1.9,17.4,15.4,0.0,1.2,3.1,720.0,10.0,0.0
54.0,47.0,39.0,0.0,1.8,5.3,-1.1,17.9,15.9,0.0,1.2,3.8,840.0,50.0,1.0
87.0,62.0,42.0,0.0,0.3,3.9,-2.8,19.5,17.5,0.0,0.9,4.0,650.0,100.0,1.0
86.0,70.0,46.0,0.0,-0.6,5.0,-2.8,18.9,16.9,0.0,0.9,4.4,440.0,190.0,0.0
83.0,72.0,62.0,0.0,0.1,3.7,-2.7,19.5,17.5,0.0,0.8,3.7,440.0,100.0,1.0
99.0,70.0,40.0,1.4,0.3,3.7,-1.9,19.1,17.1,0.0,0.9,4.0,520.0,60.0,0.0
99.0,80.0,51.0,1.4,0.1,2.8,-2.1,19.7,17.7,0.0,1.9,18.0,480.0,0.0,1.0
78.0,59.0,29.0,0.0,1.0,4.1,-0.8,18.4,16.4,0.0,2.2,14.0,510.0,0.0,0.0
78.0,41.0,18.0,0.0,3.9,6.3,1.7,16.0,14.0,0.0,1.3,12.4,260.0,110.0,0.0
77.0,63.0,46.0,0.0,6.9,10.9,4.0,12.6,10.6,0.0,1.4,9.2,410.0,10.0,1.0
82.0,69.0,45.0,0.0,5.0,8.6,2.2,14.6,12.6,0.0,1.9,12.7,430.0,40.0,1.0
95.0,63.0,38.0,9.2,8.0,11.1,5.2,11.9,9.9,0.0,3.0,14.8,810.0,0.0,0.0
51.0,41.0,33.0,0.0,10.2,11.6,8.8,9.8,7.8,0.0,3.7,17.8,720.0,0.0,0.0
85.0,59.0,33.0,2.0,0.5,10.6,-4.5,17.0,15.0,0.0,4.1,25.6,460.0,0.0,1.0
57.0,36.0,15.0,0.0,0.2,5.4,-2.8,18.7,16.7,0.0,2.3,18.2,390.0,0.0,1.0
55.0,36.0,22.0,0.0,1.2,4.9,-1.2,18.2,16.2,0.0,1.1,2.8,720.0,40.0,1.0
45.0,30.0,16.0,0.0,2.5,7.6,-1.3,16.9,14.9,0.0,1.3,5.1,950.0,20.0,1.0
80.0,48.0,30.0,0.0,-0.2,6.1,-2.6,18.3,16.3,0.0,0.9,3.5,730.0,70.0,0.0
76.0,50.0,28.0,0.0,0.6,6.3,-2.7,18.2,16.2,0.0,0.9,3.0,590.0,90.0,1.0
88.0,51.0,25.0,0.4,6.3,10.0,0.9,14.6,12.6,0.0,3.3,18.2,680.0,40.0,1.0
91.0,66.0,37.0,3.8,1.8,5.1,-1.2,18.1,16.1,0.0,3.6,18.6,1000.0,0.0,1.0
45.0,27.0,12.0,0.0,0.0,2.9,-2.0,19.6,17.6,0.0,2.2,12.2,340.0,30.0,1.0
97.0,55.0,23.0,1.6,0.8,6.0,-2.3,18.2,16.2,0.0,1.4,12.9,500.0,10.0,1.0
60.0,33.0,18.0,0.0,4.0,8.6,1.0,15.2,13.2,0.0,3.0,18.4,370.0,0.0,1.0
50.0,34.0,22.0,0.0,4.0,10.4,0.4,14.6,12.6,0.0,1.3,4.7,890.0,20.0,0.0
78.0,49.0,27.0,0.0,4.5,7.5,1.5,15.5,13.5,0.0,1.1,3.1,730.0,50.0,1.0
86.0,68.0,42.0,0.0,4.1,7.5,0.7,15.9,13.9,0.0,1.4,10.9,400.0,20.0,1.0
54.0,33.0,10.0,0.0,2.2,7.3,-0.9,16.8,14.8,0.0,1.6,13.1,260.0,40.0,0.0
70.0,47.0,23.0,0.0,0.6,2.6,-1.7,19.6,17.6,0.0,3.4,15.7,520.0,0.0,1.0
63.0,43.0,26.0,0.0,3.6,9.1,-1.6,16.3,14.3,0.0,1.7,12.4,250.0,60.0,1.0
50.0,29.0,11.0,0.0,6.2,10.3,2.1,13.8,11.8,0.0,2.1,14.4,460.0,10.0,0.0
47.0,34.0,23.0,0.0,7.5,12.9,1.4,12.9,10.9,0.0,1.2,8.0,370.0,60.0,1.0
54.0,33.0,19.0,0.0,11.4,14.7,8.6,8.4,6.4,0.0,2.5,15.6,560.0,0.0,1.0
32.0,19.0,11.0,0.0,12.0,16.1,7.4,8.3,6.3,0.0,1.8,12.9,580.0,0.0,0.0
61.0,35.0,16.0,0.0,6.1,9.7,1.3,14.5,12.5,0.0,2.1,10.8,590.0,0.0,1.0
94.0,75.0,49.0,0.6,-4.1,1.2,-6.7,22.8,20.8,0.0,2.6,18.4,600.0,0.0,1.0
98.0,74.0,27.0,2.6,-3.5,0.8,-6.5,22.9,20.9,0.0,2.2,15.6,430.0,0.0,0.0
63.0,32.0,6.0,0.0,1.4,7.9,-4.4,18.3,16.3,0.0,2.4,14.3,370.0,40.0,1.0
99.0,68.0,46.0,3.8,-1.5,1.0,-3.2,21.1,19.1,0.0,0.6,4.4,440.0,110.0,0.0
99.0,76.0,34.0,0.8,1.4,4.8,-3.1,19.2,17.2,0.0,1.2,9.4,180.0,70.0,0.0
99.0,91.0,42.0,30.4,-1.5,1.2,-2.6,20.7,18.7,0.0,1.4,7.3,440.0,40.0,0.0
64.0,42.0,17.0,0.0,-2.1,0.9,-4.0,21.6,19.6,0.0,2.4,13.7,520.0,0.0,0.0
65.0,39.0,10.0,0.0,0.3,5.7,-4.5,19.4,17.4,0.0,1.8,12.8,290.0,80.0,0.0
99.0,95.0,51.0,12.8,-1.9,1.4,-3.2,20.9,18.9,0.0,1.4,7.3,440.0,40.0,0.0
95.0,55.0,29.0,0.0,-0.6,1.5,-1.9,20.2,18.2,0.0,2.2,10.6,610.0,0.0,0.0
61.0,49.0,40.0,0.0,-1.2,1.6,-4.1,21.3,19.3,0.0,2.1,11.5,440.0,20.0,0.0
51.0,39.0,28.0,0.0,1.4,7.3,-4.0,18.4,16.4,0.0,1.2,5.7,470.0,30.0,1.0
88.0,54.0,40.0,0.0,0.4,2.8,-2.1,19.7,17.7,0.0,2.6,12.5,530.0,0.0,0.0
66.0,52.0,17.0,0.0,5.7,10.5,-3.3,16.4,14.4,0.0,3.1,15.1,570.0,10.0,0.0
59.0,43.0,15.0,0.0,11.8,16.6,8.8,7.3,5.3,0.0,1.7,11.0,370.0,10.0,0.0
91.0,48.0,32.0,1.8,10.9,15.3,6.1,9.3,7.3,0.0,1.7,7.9,450.0,0.0,0.0
97.0,43.0,14.0,5.6,7.2,10.9,2.6,13.3,11.3,0.0,1.9,9.0,360.0,10.0,0.0
93.0,50.0,29.0,0.0,3.6,8.0,-0.9,16.5,14.5,0.0,1.6,9.2,360.0,10.0,0.0
99.0,86.0,70.0,0.0,-0.2,2.2,-1.4,19.6,17.6,0.0,0.9,3.3,490.0,0.0,0.0
99.0,86.0,67.0,0.0,0.6,4.3,-1.5,18.6,16.6,0.0,1.4,7.3,440.0,40.0,0.0
92.0,58.0,22.0,0.0,5.2,13.4,-1.1,13.9,11.9,0.0,1.3,6.3,660.0,40.0,0.0
84.0,56.0,36.0,0.0,6.8,12.2,3.2,12.3,10.3,0.0,1.4,4.9,750.0,50.0,0.0
84.0,62.0,38.0,0.0,6.1,12.2,2.4,12.7,10.7,0.0,1.5,7.9,830.0,40.0,0.0
85.0,68.0,44.0,0.0,4.3,8.7,1.5,14.9,12.9,0.0,1.1,6.4,710.0,80.0,0.0
85.0,62.0,36.0,0.0,5.4,11.1,1.0,14.0,12.0,0.0,1.3,7.1,500.0,180.0,0.0
99.0,89.0,76.0,0.0,2.7,4.2,0.6,17.6,15.6,0.0,1.4,7.3,440.0,40.0,0.0
99.0,98.0,82.0,0.0,-2.1,1.7,-5.5,21.9,19.9,0.0,1.1,6.3,210.0,0.0,0.0
99.0,83.0,40.0,0.0,-4.9,-1.7,-6.0,23.9,21.9,0.0,1.0,5.5,320.0,0.0,0.0
97.0,72.0,42.0,0.0,-5.8,-3.1,-8.4,25.8,23.8,0.0,1.1,5.5,510.0,0.0,0.0
99.0,85.0,50.0,2.6,-5.0,-1.9,-8.6,25.3,23.3,0.0,1.1,7.6,330.0,0.0,0.0
99.0,99.0,95.0,1.4,-1.1,0.6,-3.3,21.4,19.4,0.0,1.4,7.3,440.0,40.0,0.0
99.0,71.0,42.0,0.0,4.3,9.0,-0.8,15.9,13.9,0.0,0.8,3.8,460.0,120.0,0.0
93.0,56.0,31.0,0.0,5.5,9.5,1.7,14.4,12.4,0.0,1.1,4.6,460.0,10.0,0.0
99.0,90.0,69.0,0.0,2.5,5.8,0.6,16.8,14.8,0.0,1.4,7.3,440.0,40.0,0.0
99.0,96.0,81.0,0.0,-1.2,1.6,-3.6,21.0,19.0,0.0,1.0,4.4,450.0,0.0,0.0
99.0,92.0,75.0,0.0,-2.2,2.3,-4.1,20.9,18.9,0.0,1.4,7.3,440.0,40.0,0.0
99.0,81.0,51.0,0.0,0.1,5.5,-4.1,19.3,17.3,0.0,1.3,4.9,260.0,30.0,0.0
78.0,53.0,34.0,0.0,3.7,9.2,0.3,15.3,13.3,0.0,1.4,7.7,400.0,60.0,0.0
78.0,59.0,37.0,0.0,4.6,11.7,-0.1,14.2,12.2,0.0,1.5,6.5,740.0,30.0,0.0
80.0,64.0,45.0,0.0,4.3,9.6,0.3,15.1,13.1,0.0,1.5,7.6,650.0,40.0,0.0
69.0,52.0,33.0,0.0,5.2,11.2,0.4,14.2,12.2,0.0,1.6,8.7,730.0,30.0,0.0
70.0,44.0,24.0,0.0,6.8,12.7,2.0,12.7,10.7,0.0,2.0,10.0,630.0,10.0,0.0
57.0,40.0,21.0,0.0,7.1,13.1,2.2,12.4,10.4,0.0,1.7,9.7,760.0,20.0,0.0
57.0,36.0,18.0,0.0,8.2,15.1,3.0,11.0,9.0,0.0,1.7,8.0,800.0,20.0,0.0
51.0,36.0,21.0,0.0,9.1,14.8,4.7,10.3,8.3,0.0,2.1,10.3,770.0,30.0,0.0
48.0,34.0,16.0,0.0,9.7,16.6,4.9,9.3,7.3,0.0,1.7,8.5,770.0,10.0,0.0
54.0,40.0,25.0,0.0,9.0,13.9,4.8,10.7,8.7,0.0,1.9,9.3,610.0,10.0,0.0
59.0,44.0,25.0,0.0,7.9,12.9,4.4,11.4,9.4,0.0,1.7,8.8,520.0,30.0,0.0
87.0,42.0,15.0,0.0,9.5,15.7,3.1,10.6,8.6,0.0,1.3,7.4,190.0,30.0,0.0
97.0,75.0,45.0,0.0,4.8,11.6,0.5,14.0,12.0,0.0,1.2,4.5,370.0,20.0,0.0
80.0,48.0,21.0,0.0,8.0,15.5,1.9,11.3,9.3,0.0,1.4,5.7,470.0,70.0,0.0
69.0,53.0,32.0,0.0,9.7,14.9,5.1,10.0,8.0,0.0,1.3,6.9,610.0,20.0,0.0
71.0,51.0,28.0,0.0,11.2,17.5,6.2,8.2,6.2,0.0,1.5,7.6,570.0,60.0,0.0
99.0,81.0,61.0,2.8,8.1,10.7,6.1,11.6,9.6,0.0,0.9,3.4,260.0,160.0,0.0
99.0,95.0,81.0,0.4,6.0,8.0,3.9,14.1,12.1,0.0,0.5,3.8,230.0,380.0,0.0
99.0,98.0,94.0,5.2,2.1,3.9,0.0,18.1,16.1,0.0,0.8,2.9,480.0,40.0,0.0
99.0,72.0,38.0,0.0,4.2,9.7,0.3,15.0,13.0,0.0,1.3,8.4,390.0,10.0,0.0
84.0,48.0,18.0,0.0,8.4,14.9,2.7,11.2,9.2,0.0,1.7,8.5,740.0,40.0,0.0
83.0,49.0,27.0,0.0,10.5,15.5,4.7,9.9,7.9,0.0,1.8,7.9,340.0,20.0,0.0
84.0,52.0,27.0,0.6,11.2,15.8,7.4,8.4,6.4,0.0,1.7,12.5,320.0,20.0,0.0
97.0,78.0,55.0,0.4,9.3,14.1,6.9,9.5,7.5,0.0,1.3,6.5,410.0,30.0,0.0
99.0,79.0,46.0,2.6,8.9,13.5,5.9,10.3,8.3,0.0,1.0,6.2,290.0,120.0,0.0
99.0,95.0,81.0,6.4,5.8,8.8,3.9,13.7,11.7,0.0,0.9,7.0,290.0,200.0,0.0
84.0,52.0,37.0,0.0,6.8,11.3,3.2,12.8,10.8,0.0,1.8,9.3,420.0,10.0,0.0
89.0,71.0,54.0,1.0,6.0,7.7,3.3,14.5,12.5,0.0,1.1,9.6,240.0,20.0,0.0
97.0,90.0,58.0,15.8,3.8,6.6,0.7,16.4,14.4,0.0,0.9,8.0,230.0,70.0,0.0
98.0,82.0,47.0,12.0,6.4,11.6,3.2,12.6,10.6,0.0,1.2,8.5,310.0,50.0,0.0
97.0,58.0,39.0,0.0,9.9,13.7,4.5,10.9,8.9,0.0,2.1,16.7,440.0,0.0,0.0
81.0,59.0,35.0,0.0,10.8,17.9,4.9,8.6,6.6,0.0,1.5,5.4,490.0,20.0,0.0
73.0,54.0,36.0,0.0,13.8,19.6,9.3,5.6,3.6,0.0,1.8,12.5,410.0,20.0,0.0
90.0,47.0,29.0,0.0,12.1,15.9,7.0,8.6,6.6,0.0,1.8,10.6,380.0,0.0,0.0
92.0,71.0,39.0,0.0,11.3,17.2,5.2,8.8,6.8,0.0,1.6,5.5,610.0,30.0,0.0
96.0,78.0,58.0,0.0,11.4,16.3,7.0,8.4,6.4,0.0,1.4,5.6,440.0,60.0,0.0
97.0,80.0,53.0,8.6,11.0,17.0,6.3,8.4,6.4,0.0,1.4,6.7,410.0,40.0,0.0
99.0,98.0,88.0,18.4,6.3,8.2,5.0,13.4,11.4,0.0,0.9,3.5,290.0,50.0,0.0
99.0,93.0,76.0,13.4,6.3,10.1,3.2,13.4,11.4,0.0,0.9,5.2,210.0,120.0,0.0
99.0,78.0,46.0,0.4,9.7,15.0,5.6,9.7,7.7,0.0,1.3,8.4,430.0,30.0,1.0
99.0,98.0,88.0,12.0,7.0,8.0,6.0,13.0,11.0,0.0,0.7,4.9,260.0,190.0,0.0
99.0,90.0,59.0,13.8,7.8,13.2,4.2,11.3,9.3,0.0,1.4,6.3,370.0,30.0,0.0
99.0,87.0,58.0,1.4,8.7,12.8,4.7,11.3,9.3,0.0,1.0,5.2,190.0,120.0,0.0
99.0,90.0,70.0,0.2,9.1,13.2,6.8,10.0,8.0,0.0,1.0,6.0,300.0,150.0,0.0
99.0,93.0,75.0,1.2,8.8,12.3,7.1,10.3,8.3,0.0,0.9,3.9,390.0,130.0,0.0
99.0,77.0,40.0,2.4,11.7,17.4,8.2,7.2,5.2,0.0,1.2,8.7,250.0,100.0,0.0
99.0,78.0,48.0,0.4,11.3,16.9,6.9,8.1,6.1,0.0,1.3,6.7,330.0,70.0,0.0
94.0,55.0,32.0,0.0,14.3,20.1,7.8,6.1,4.1,0.0,1.8,7.8,260.0,0.0,0.0
80.0,56.0,32.0,0.0,14.9,20.8,8.3,5.5,3.5,0.0,1.4,7.0,460.0,20.0,0.0
93.0,44.0,12.0,0.0,16.4,22.0,10.7,3.7,0.0,0.0,1.5,6.9,420.0,0.0,0.0
90.0,60.0,33.0,2.8,13.9,21.9,8.0,5.1,3.1,0.0,1.9,16.0,320.0,0.0,0.0
81.0,41.0,12.0,0.0,11.9,17.8,6.4,7.9,5.9,0.0,1.3,8.3,310.0,40.0,0.0
83.0,55.0,28.0,0.0,13.0,18.7,6.4,7.5,5.5,0.0,1.4,6.5,400.0,10.0,0.0
94.0,61.0,35.0,0.0,12.8,19.3,8.1,6.3,4.3,0.0,1.5,6.7,380.0,90.0,0.0
91.0,75.0,45.0,0.0,11.0,16.7,7.4,8.0,6.0,0.0,1.3,5.6,380.0,20.0,0.0
92.0,60.0,26.0,0.0,12.9,19.2,7.5,6.7,4.7,0.0,1.4,7.9,360.0,10.0,0.0
96.0,82.0,62.0,0.0,7.2,10.6,3.9,12.8,10.8,0.0,1.1,5.2,490.0,70.0,0.0
92.0,68.0,35.0,0.0,9.2,16.1,3.2,10.4,8.4,0.0,1.3,6.9,400.0,80.0,0.0
96.0,79.0,54.0,0.0,9.9,15.5,5.5,9.5,7.5,0.0,1.3,7.6,340.0,40.0,0.0
94.0,75.0,46.0,0.8,11.1,17.5,6.6,8.0,6.0,0.0,1.7,8.1,490.0,20.0,0.0
92.0,61.0,27.0,0.0,12.7,20.0,7.4,6.3,4.3,0.0,1.4,8.1,520.0,10.0,0.0
95.0,68.0,27.0,1.2,11.8,18.3,7.5,7.1,5.1,0.0,1.2,6.7,450.0,70.0,0.0
99.0,78.0,47.0,3.2,9.4,12.4,7.1,10.3,8.3,0.0,1.1,11.7,220.0,50.0,0.0
69.0,58.0,47.0,0.0,9.7,12.9,6.8,10.2,8.2,0.0,1.7,10.1,420.0,0.0,0.0
96.0,70.0,38.0,0.0,12.0,18.1,8.1,6.9,4.9,0.0,0.9,7.2,290.0,50.0,0.0
99.0,74.0,49.0,4.8,10.6,14.8,7.8,8.7,6.7,0.0,1.0,5.6,280.0,50.0,0.0
99.0,79.0,61.0,8.2,8.1,12.9,3.7,11.7,9.7,0.0,1.3,6.5,250.0,70.0,0.0
