Maximum_humidity_,Average_humidity_,Minimum_humidity_,Precipitation_mm,Average_temperature_C,Maximum_temperature_C,Minimum_temperature_C,Heating_Degree_Days_Base_20_C,Heating_Degree_Days_base_18_C,Cooling_Degree_Days_Base_21_C,Average_speed_ms,Gust_speed_ms,Stay_time_min,Calm_duration_min,Ava_date
89.52618210972527,59.11387912801282,27.649211926849816,1.9981698621776562,-1.449211926849816,3.151703142061356,-4.9150481884459705,20.931672523192304,18.931672523192304,0.0,2.06400612377381,12.500661077389196,515.8769701828754,14.12302981712454,1.0
47.2134486263571,30.325813108306086,12.112364481948985,0.0,6.46403458790713,11.217960761373448,2.6842514167887535,13.09327568682145,11.09327568682145,0.0,1.5,7.6606943759908415,301.12364481948987,38.876355180510146,1.0
44.01616234280757,28.67609469997108,12.995959414298108,0.0,6.036027057134595,10.537643291415351,2.6352189399942163,13.463568884295215,11.463568884295215,0.0,1.4336027057134595,7.830774295722136,306.63972942865405,40.0,1.0
50.873469767787014,35.43673488389351,21.344897674159743,0.0,7.169182789895198,11.916325580532472,4.316325580532472,11.883674419467528,9.883674419467528,0.0,1.2655102325840257,7.167755349061557,192.18367441946754,10.0,1.0
52.25179391263125,36.12589695631562,20.311154565526564,0.0,3.964579153132344,8.470515218421877,0.8705152184218763,15.329484781578124,13.329484781578124,0.0,1.3688845434473438,8.063666043210311,195.62948478157813,10.0,1.0
97.74450917020533,84.62774541489733,55.88323624469201,0.0,-0.8934110042463927,4.327050698955883,-4.764970873407602,20.21896008722586,18.21896008722586,0.0,1.4,7.3,440.0,40.0,1.0
97.7050841185089,81.41016823701781,52.70508411850891,2.4603401748330747,-1.2345757066580172,1.1942373822236638,-3.0345757066580172,20.952542059254455,18.952542059254455,0.0,1.4,7.3,440.0,40.0,1.0
99.0,81.46873486803813,50.624979824050826,2.531265131961881,-1.7249959648101651,3.4468896275631513,-4.453126513196188,20.50311844281652,18.50311844281652,0.0,1.4,7.3,440.0,40.0,1.0
99.0,83.02523161678008,52.70030882237344,0.9747683832199239,-2.140061764474687,1.9422761037792597,-4.297476838321993,21.177600367271367,19.177600367271367,0.0,1.4,7.3,440.0,40.0,1.0
72.24754675099021,53.74918225033007,37.31270443741748,0.0,2.262867987351468,4.994138431093217,-1.6931571314893008,18.349509350198044,16.349509350198044,0.0,1.7625408874834965,10.05602511884077,470.0,0.0,1.0
77.46262129864633,51.0,38.0,0.0,0.32666783674765343,2.453536771815337,-1.527070033387715,19.584847421138498,17.584847421138498,0.0,2.284646322818466,13.915755873821595,479.61615807046167,0.0,1.0
71.30243334357868,53.190730003073604,35.809269996926396,0.4381460006147208,-1.6847276739408628,2.7948319950822333,-4.300533006454569,20.78936267240406,18.78936267240406,0.0,2.1190730003073606,12.513070671174619,477.3024333435787,0.0,1.0
96.95948190687098,57.858186674048426,24.530388569846767,1.2736632394661358,5.362803044349985,10.699269328166103,0.5895051408007963,14.380106289352437,12.380106289352437,0.0,1.5449352383588724,9.494287621947596,304.89870476717743,20.0,1.0
93.73856511101614,52.892152333475785,27.261434888983857,0.0,4.741838821946811,10.832690910759723,-1.4104481558499615,15.28887862254512,13.28887862254512,0.0,1.4892152333475788,9.38594152241691,293.69282555508073,32.61434888983858,1.0
95.7396828977631,56.91746318210487,24.520634204473783,0.8876194773157298,10.545080403513014,16.905397505749903,4.866985272841946,9.15079275559223,7.15079275559223,0.0,1.5219048693289325,11.016192517249717,300.0,12.603171022368919,1.0
95.32634540583676,77.75448468612255,52.12124513793897,2.9467041807265693,2.993710865253089,9.044910306277549,-0.1083855129958815,15.581737603359166,13.581737603359166,0.0,0.8,4.647006684526519,247.75448468612257,90.0,1.0
99.0,89.93329674604064,75.68315954369305,7.483269305571126,6.159923166685351,8.639912190497546,4.166593492081287,13.646747158710584,11.646747158710584,0.0,0.801667581348984,3.293329674604064,260.1667581348984,89.66648373020321,1.0
97.83135901387665,86.10453004625548,68.40383359019819,6.119721417577083,5.24822311248898,8.877909399074891,2.897630816651974,14.162229892136567,12.162229892136567,0.0,0.8,3.7285016949118965,256.1045300462555,90.0,1.0
99.81046821721547,78.65344495898347,52.49642170075148,1.4404415491624585,1.5992843401502972,4.909752557365763,-0.724902946735889,17.957575194685063,15.957575194685063,0.0,0.8810468217215466,5.569311008203305,292.41872868861867,73.79063565569068,1.0
72.91024029031273,40.27265064731248,13.727349352687515,0.0,7.764011828168825,13.163927540212558,4.264096116125092,11.335988171831175,9.335988171831175,0.0,1.5909397410750061,8.618373381718788,252.72650647312486,7.2734935268751535,1.0
60.17407125009392,35.610627282633196,11.073751521755465,0.0,3.3938154674231553,10.030095918501537,-0.02565316844518506,15.047778624971823,13.047778624971825,0.0,1.7731562119561135,13.61621650541069,250.0,10.0,1.0
67.69699461895753,38.883639354274905,16.60484150669189,0.0,8.206911483419923,12.860367225129885,5.230183612564942,11.004724581152587,9.004724581152587,0.0,1.5511519139033205,8.816243720185792,253.721202152417,10.0,1.0
64.99666045236731,36.86869403105234,11.912462687368228,0.0,5.029302240368043,11.225259329499725,1.6727369419206601,13.601001864289806,11.601001864289808,0.0,1.7521884328157944,12.379117536131865,250.0,10.0,1.0
93.33986649909701,78.0,56.93202670018059,0.0,10.430066750451491,15.10287743052373,7.862093450632087,8.517514559422093,6.517514559422092,0.0,1.3067973299819404,6.201959949729106,378.64053400361195,90.0,1.0
93.54367668314913,77.63754887790058,54.82529326740349,0.47118645872924486,9.150195511602323,13.39713160897805,6.632072955497352,9.9853977177623,7.985397717762298,0.0,1.2637548877900582,6.607431570939187,378.1877443895029,84.56323316850872,1.0
95.8715908905577,76.08560607296153,45.513636437769186,2.48871210515001,2.942424291846123,5.249431883048038,0.3467045954942005,17.201931760728883,15.201931760728883,0.0,1.1085606072961531,8.780151497853858,370.4280303648077,61.28409109442296,1.0
97.45069026723456,78.0,56.10986194655309,0.0,8.374654866382715,12.71859964500395,4.984516812935801,11.148441771030125,9.148441771030125,0.0,1.3890138053446912,7.435207080170371,362.19723893106175,90.0,1.0
95.6954497782019,81.0,59.8273013307886,5.485418314334437,5.5915978216072455,9.095682533269715,3.5309205323154407,13.70408471166247,11.70408471166247,0.0,0.573862444550475,4.6993017347965536,401.75026219889554,634.7957644168765,1.0
98.37893379215721,83.29822298692869,59.813958155557536,12.734061335162723,4.021751218170016,8.16456864418282,1.3652536545100484,15.262106620784278,13.262106620784278,0.0,0.716142161045705,6.396167955947002,380.5609057124311,609.7537976601459,1.0
99.02728387868567,84.37880646447611,63.4879419792188,11.480584501207701,4.173032905026657,7.818781931367642,1.8190987150799702,15.197271612131432,13.197271612131432,0.0,0.6296954828419106,5.077856113339134,404.33374221847464,637.8489680763792,1.0
95.76277942181213,81.0,59.42332346912727,5.997123605772126,5.493969838372423,9.085583086728182,3.369329387650907,13.791613248355759,11.791613248355759,0.0,0.5906948554530305,4.93158900525182,398.0471318003333,630.419337582212,1.0
91.13710451120923,56.90316391032621,34.58868646637233,0.34113135336276723,2.3177372932744653,6.258868646637232,-0.7939597367696855,17.295973157846458,15.295973157846458,0.0,1.284276127802306,8.636721014792744,340.0,14.31447744395388,1.0
90.11835414372709,65.05316685018333,37.64493756881875,0.03550624311812509,2.92898751376375,6.564493756881874,0.2757281490865622,16.582847900608957,14.582847900608959,0.0,1.029588535931771,5.0201572102311465,340.0,19.408229281364584,1.0
91.26560522132301,55.87515822941589,34.20318433603096,0.37968156639690415,2.2406368672061916,6.220318433603095,-0.9288854823891645,17.38592365492611,15.38592365492611,0.0,1.3164013053307535,9.092898535696698,340.0,13.67197389338493,1.0
71.07568017828467,49.386479732572994,36.61755968800182,0.5083759019434297,-6.30514436548358,-1.7983842317700756,-8.851360356569346,25.374872294169712,23.374872294169712,0.0,1.1462159910857663,9.815136035656934,250.0,2.310799554288316,1.0
80.92306151039249,50.023673381417694,31.06510179889867,0.013020359779734036,-7.753836906235489,-5.653245071700047,-10.155612409841815,27.954428740770933,25.954428740770933,0.0,2.1946734891810182,18.047326726345624,259.9408165464558,0.05918345354424481,1.0
67.01107855259431,49.94460723702845,26.91137157924552,2.3734114737736567,-0.4734114737736568,6.529912092004636,-3.295568578962276,18.383382171108533,16.383382171108533,0.0,1.4,5.701107855259431,770.1107855259431,19.778428948113806,1.0
67.0,47.80947964006797,30.650867266553384,0.6475837120543761,4.4651794825126006,8.69052035993203,1.8842315185058043,14.749132733446617,12.749132733446617,0.0,1.9841387626485414,9.861988683870857,770.0,5.396530933786467,1.0
65.28463205219205,45.99747478844814,24.71284273625608,1.0277056417536468,0.18614717912317658,6.271284273625608,-3.0141053420320096,18.4,16.4,0.0,1.1712842736256077,3.755916325817666,775.7178931593598,31.435786318719607,1.0
65.69784347175712,46.9616347674333,25.263791295676175,1.3582747774057038,0.02086261129714806,6.326379129567617,-3.0829739119595216,18.4,16.4,0.0,1.2263791295676172,4.2242226013247475,774.3405217608096,28.681043521619134,1.0
64.59672807971492,44.489719301714516,24.382710523714113,0.5234578952571775,3.176542104742823,7.451028069828548,-0.5703736857715325,16.55967280797149,14.559672807971491,0.0,1.1744859650857258,7.574485965085725,560.0,52.551403491427415,1.0
61.90914851365124,43.363659405460496,26.863596040444133,0.35454891081907425,3.304542574317438,6.990914851365124,-0.18637227704768566,16.618182970273025,14.618182970273024,0.0,1.3227255445904629,7.927268118907901,555.9091485136512,41.81829702730248,1.0
96.77188591493068,74.41750873194454,52.0631315489584,1.1621210706249565,0.3684342255207971,3.826683352326343,-1.7417508731944542,18.98981490128475,16.98981490128475,0.0,1.4,7.3,440.0,40.0,1.0
96.51414944489372,74.21131955591497,51.90848966693623,1.2549061998382642,0.44575516653188674,3.92462321094039,-1.721131955591497,18.933112877876617,16.933112877876617,0.0,1.4,7.3,440.0,40.0,1.0
94.53824075335558,85.4985648968113,73.30592602684467,3.2294445201335087,5.292638869966623,7.85043053095661,2.9388147946310643,14.641921318372273,12.641921318372273,0.0,0.6192638869966622,2.9,225.38240753355583,353.85277739933247,1.0
93.8978234361472,80.98548957431473,63.97823436147209,3.5912937445888353,4.501451042568528,8.223337397907613,1.721160834054822,15.027750884018783,13.027750884018783,0.0,0.7503627606421319,3.7408706255411164,261.02176563852794,345.0362760642132,1.0
90.10979909019089,82.63057808940086,69.6854776344963,4.931758908229061,3.0410979909019087,5.942432145569458,0.7178040181961823,16.66988191811718,14.669881918117179,0.0,0.5178040181961823,2.7232939727057266,198.7685936313362,310.0,1.0
86.61335186706629,75.28803892083918,60.59471485437232,0.7360222404795334,3.0061335186706626,6.501863701269395,0.7877329626586744,16.355201668035967,14.355201668035965,0.0,0.5877329626586745,2.6184005560119883,174.29346306946394,310.0,1.0
95.65014561581914,79.65014561581914,56.95043684745744,1.5603494779659492,1.000291231638291,4.939941753672342,-1.3795922757063925,18.219825261017025,16.219825261017025,0.0,1.4,7.3,440.0,40.0,1.0
95.75619806228983,79.75619806228983,57.268594186869464,1.8148753494955692,1.2123961245796409,4.897520775084072,-1.082645425588503,18.092562325252217,16.092562325252217,0.0,1.4,7.3,440.0,40.0,1.0
98.9677099392952,90.0322900607048,59.4086768083112,18.303328194255364,0.0828447597473625,4.346315483071843,-1.489203583703438,18.60423921597072,16.60423921597072,0.0,1.4,5.545106896801838,440.0,40.0,1.0
97.3976281218748,91.80118593906259,62.21067345156337,24.4011859390626,2.821660314687636,8.48426938062535,0.9216603146876359,15.297035152343508,13.297035152343508,0.0,1.4,3.213951710780755,440.0,40.0,1.0
97.94503152155028,91.05496847844972,61.79492644971603,21.575899131039126,1.650951666956247,6.868922246842658,-0.09154307945204088,16.627060941663864,14.627060941663864,0.0,1.4,3.8065535866354656,440.0,40.0,1.0
61.34761464044931,42.81824148127304,25.69522928089862,0.0,7.064686579588134,12.832067311610599,3.7219082876405527,11.723012200374423,9.723012200374423,0.0,1.0775397559925115,2.967380732022465,934.4920488014977,97.75397559925115,1.0
59.23931075509649,39.0691535677185,23.55322854174801,0.055322854174800984,8.168608221334848,13.751047156213396,4.723931075509649,10.765968562524403,8.765968562524403,0.0,1.1,2.90691535677185,930.0,98.61692864562997,1.0
91.0,67.38001006691461,39.89751384200759,0.0,-1.3622526425650858,2.5824962249070205,-3.4795027684015185,20.44850327174725,18.44850327174725,0.0,0.7690005033457306,6.410502265055788,218.27498741635674,116.54997483271347,1.0
89.21821619954837,68.14556751280179,43.14556751280179,0.0,-3.3799945972138272,-0.10363243433732891,-6.08907568305715,23.109081085843325,21.109081085843325,0.0,1.074545945707834,7.772729728539169,207.4545945707834,94.90918914156677,1.0
59.31119252340115,37.79669746322677,13.37761495319771,0.0,1.0311192523401145,6.477174259026156,-4.716183497994188,19.143155994651167,17.143155994651167,0.0,2.0838165020058126,13.82572475300872,370.0,34.7302750334302,1.0
56.30320691278018,42.52353199420257,19.393586174439633,0.0,0.7303206912780184,5.316951237786642,-4.9740108360474125,19.8306955627931,17.8306955627931,0.0,1.8259891639525871,13.438983745928882,370.0,30.43315273254312,1.0
92.39867893250529,64.39867893250529,42.202642134989425,1.3790752527537002,4.957489971760044,8.896697331263216,1.4483486656316076,14.842510028239955,12.842510028239955,0.0,1.1699339466252643,8.269273412877908,170.0,53.98678932505286,1.0
92.32224400922516,63.0,45.99168300691887,0.5983366013837745,3.192514706226985,6.490851307610759,0.09667320276754898,16.73970969469553,14.73970969469553,0.0,1.2322244009225165,8.92141230991705,179.91683006918873,33.388779953874185,1.0
88.6394712844134,56.51052654434158,42.27631636085395,0.2,-2.038158180426975,1.5534205840997606,-6.323421018348763,22.3850002171245,20.3850002171245,0.0,1.872368363914605,11.736315492355946,490.0,10.0,1.0
94.41240306046787,57.12403060467866,20.598448967485858,0.7051163274385606,-2.7393795869943434,3.5482173525377907,-6.644495914432904,21.598139280947557,19.598139280947557,0.0,1.370077551625707,11.50480664090026,274.12403060467864,4.124030604678661,1.0
93.80424439359437,53.0,15.566044851244996,1.0042443935943752,-0.06084887871887508,5.895279816939751,-4.206366590391563,19.195755606405626,17.195755606405626,0.0,1.6412733180783126,14.747164119004003,268.04244393594377,1.9575560640562462,1.0
88.89459934174371,61.84189901261557,39.51317508228204,1.8499346873282636,-3.330237376576946,-1.0762848518923354,-5.543412458858982,23.33550740948976,21.33550740948976,0.0,1.9,11.985442096818023,425.1317508228204,0.0,1.0
93.52201823854976,67.21697264217536,37.564449843988164,3.3562844972327044,-3.917293616507584,-1.7911927045800964,-5.578142248616352,23.691192704580097,21.691192704580097,0.0,1.926100911927488,14.669655927528671,420.0,0.0,1.0
67.440539159873,50.559460840127,36.59460840127005,0.0,-0.1448728727366304,4.166200338539439,-3.298652100317513,19.616225880889036,17.616225880889036,0.0,2.1070295122286096,9.918392737320854,905.5946084012701,13.216174796189842,1.0
72.07688763872778,56.07688763872778,39.413472612897564,0.0,-2.097119592901076,1.9874798445264275,-4.019233427095417,21.05001151741347,19.05001151741347,0.0,2.3923112361272216,11.263484130311038,903.6538904515903,3.173054774204865,1.0
50.7358787525989,40.4717575051978,27.383717089397432,0.0,10.616440299376736,14.807636257796698,7.431555426195965,8.880404158003667,6.8804041580036674,0.0,1.64717575051978,12.718270669438827,380.0,20.880404158003667,1.0
49.27950315613512,35.42650105204504,21.24371488688288,0.0,2.7924578642594557,6.8985507364315275,-2.32582075225676,17.713635007912615,15.713635007912616,0.0,1.118278616516216,9.720792661763065,380.0,30.0,1.0
59.41026121158613,44.858121898740194,32.38803482821148,0.24478606871540642,7.926838311032633,13.52307836347584,5.1574365696220585,10.70974253345105,8.709742533451053,0.0,1.2388034828211485,4.8044452766749295,943.8803482821148,80.0,1.0
43.17248834012564,24.903493004075386,15.355239506113076,0.0,7.6848037311597945,12.050306063134666,4.428952098777384,11.760370919043975,9.760370919043975,0.0,1.3182751165987436,5.082751165987436,633.6550233197487,60.0,1.0
41.171459108013124,26.0,17.0,0.0,6.717145910801312,11.227618029732895,3.3023873141694002,12.750949581765465,10.750949581765465,0.0,1.2361909851335522,5.6976126858306,639.5713522299671,60.0,1.0
65.2465421891862,42.324112504496526,30.246542189186197,0.0,6.709140155856554,11.370354998201389,2.221887970267578,13.22465421891862,11.22465421891862,0.0,1.5570654693682726,6.490318129721354,781.6897187387586,0.0,1.0
64.0,48.988165983124716,29.908015089374974,0.0,-1.8985478758747476,4.891070231375221,-5.9825176971248,20.54572373287479,18.54572373287479,0.0,1.3724045268124923,7.903281482624861,799.0801508937498,9.080150893749742,1.0
64.0,41.66836092681208,29.242578266073824,0.0,4.6227329924765135,10.613826911765102,-0.7921104753758363,15.089141781805367,13.089141781805367,0.0,1.1727734798221476,4.309922636798656,792.4257826607383,2.4257826607382516,1.0
60.086911974553296,34.81738239491066,12.639161617812691,0.0,5.107811831857056,10.481298556691929,0.9082515146561926,14.355224964325938,12.355224964325938,0.0,1.209130880254467,3.2004396827991375,998.1738239491066,30.0,1.0
59.7252415840379,33.7252415840379,14.230827227933666,0.0,4.507669108826534,9.707669108826533,0.5900966336151623,14.90111712877915,12.901117128779152,0.0,1.2,2.9725241584037905,996.8131039600947,36.37379207981047,1.0
42.523379852677664,27.6280558232132,11.3140279116066,0.0,4.36280558232132,9.123379852677667,0.14766201473223334,15.369712864821826,13.369712864821826,0.0,1.1209351941071068,3.18841674696396,868.9532402946446,50.0,1.0
43.28596485960553,29.186140261329392,13.443333233250497,0.0,4.364298242980276,8.960070160689547,0.5600701606895471,15.239929839310452,13.239929839310452,0.0,1.1257192971921106,3.4372280522658785,870.0,47.42807028078895,1.0
38.590804783800216,27.0,16.130747010124868,0.0,3.994913744252444,9.455689641214985,1.4358332658724227,14.575546016557546,12.575546016557546,0.0,1.3,6.862471315545059,781.4770119595005,44.261494020249735,1.0
33.243607732397976,25.18270579929848,16.426313531696454,0.0,3.0166900521173656,7.525337152468125,0.12887043873726395,16.21985110774233,14.21985110774233,0.0,1.0121803866198986,7.320827486970659,651.2180386619899,49.39098066900507,1.0
79.87627647442574,66.59789854188364,48.597898541883644,0.0,2.365976030467077,6.259789854188364,0.23813823721286792,16.752582498369062,14.752582498369062,0.0,0.9092792644180698,6.646396322090348,479.6906911860643,80.0,1.0
82.14324230441149,72.71531281176398,57.572969217645976,0.0,3.2572969217645973,7.371621152205746,0.5143242304411493,16.057027308676552,14.057027308676552,0.0,0.9714414101470498,5.528378847794253,465.71171797059003,65.71171797059004,1.0
95.80823547420522,83.08494128452314,49.44658837936418,7.532564280875675,1.9978118043251492,6.365764831943656,-0.5575293577384333,17.09588226289739,15.095882262897389,0.0,0.9915058715476868,8.785458593017315,206.38352905158956,13.616470948410445,1.0
94.12537534923388,79.61786836455641,48.0,10.445946228274169,2.0262761873951693,5.551351257241944,-0.8492493015322535,17.648949022145153,15.648949022145155,0.0,1.1501501396935494,11.187762744463711,208.74624650766125,11.253753492338733,1.0
92.23916168742088,77.9566467496835,50.25361277085971,24.65390029513176,5.189884241592817,10.609465085303254,1.6181357353665544,13.886199589665095,11.886199589665095,0.0,2.601445108343883,19.39277445828058,480.0,14.927744582805836,1.0
91.0737404779428,73.29496191177121,50.642086507352396,14.320498904426184,4.102157779413282,8.939028018384684,0.8800356360304418,15.090468172792436,13.090468172792436,0.0,2.7568346029409594,18.6158269852952,480.0,7.158269852952019,1.0
92.17339029857744,77.69356119430978,50.275536567140854,24.070727314053357,5.128497612005617,10.51519276129434,1.5764805224323828,13.954163358136638,11.954163358136638,0.0,2.6102146268563406,19.348926865718298,480.0,14.489268657182976,1.0
58.956169000963264,41.0,20.021915499518368,0.0,11.491233800192653,15.616578863234487,7.513149299711021,8.460409862271225,6.460409862271225,0.0,1.7538352124157144,11.744926774012654,414.94521125120406,55.05478874879592,1.0
55.97356245381338,41.0,21.51321877309331,0.0,10.894712490762675,13.3423413710327,8.407931263855986,9.168778917219322,7.168778917219323,0.0,2.0148132852913294,14.802098484841288,411.21695306726673,58.78304693273328,1.0
30.64762544957821,23.823812724789107,15.764280912816341,0.0,10.36476254495782,14.9,6.741431452310195,9.229284273844902,7.229284273844902,0.0,1.9469030013659916,13.269511645801398,374.1190636239455,15.88093637605447,1.0
37.10900988996244,25.948233051529794,14.632155367686527,0.0,10.094275705850777,14.01498248523886,6.978198022007513,9.553409746376813,7.553409746376813,0.0,1.616077683843264,9.621801977992487,380.0,6.839223161567359,1.0
57.7618106071723,40.64271591075845,22.404526517930748,0.0,7.75236212143446,12.284054798832097,4.35236212143446,11.681791539866722,9.681791539866722,0.0,1.5730315654712834,7.55728408924155,616.2696843452871,23.730315654712832,1.0
41.06568188313563,28.532840941567816,17.850369293824137,0.0,5.787407676543966,11.340147717529655,0.6897784237055178,13.985036929382414,11.985036929382414,0.0,1.3916051176959772,9.077186100249483,626.1678976460804,38.08394882304023,1.0
91.16506074183002,58.89317135511994,38.553414322440034,0.24465856775599698,6.85630498714599,11.273774616230979,2.2407624678649736,13.303896099891023,11.303896099891023,0.0,1.0,6.550481777450994,186.11646419389993,81.65060741830023,1.0
92.40850487480996,59.91495125190041,45.43621343892531,0.0,5.0240330434364315,8.050836943284398,0.4844718313735268,15.732345612671036,13.732345612671036,0.0,1.0,7.390013544196597,185.91495125190042,97.04252437404979,1.0
94.7672311046449,56.5114874030966,41.2557437015483,0.2,-0.7094920058195888,2.8045949612386405,-5.018984011639178,21.107194525200267,19.107194525200267,0.0,2.02557437015483,12.19540503876136,492.557437015483,7.4425629845169965,1.0
93.98226287620034,69.96452575240069,42.70805328886586,1.3380632330132416,-1.5416106577731727,1.2327420958733448,-4.488542452686243,21.67790017840645,19.67790017840645,0.0,2.4982262876200343,17.711457547313756,353.2742095873345,16.72579041266552,1.0
93.98772307941903,69.64620513236505,43.68303589410796,2.94988820853934,-2.131696410589204,0.6732143576431845,-5.304910768232388,22.365848205294604,20.365848205294604,0.0,2.202455384116194,14.886718970282253,351.646205132365,20.0,1.0
93.0,70.73890668469964,49.64476593894974,1.673890668469964,-3.2818828149149977,-0.5811718508500201,-5.118117185085001,22.89058592542501,20.89058592542501,0.0,1.963054665765018,15.2058592542501,411.8117185085002,10.0,1.0
96.95345550950084,70.04654449049916,38.558251267697145,1.0511706777197984,-0.9279266942994964,1.57672775475042,-3.5186177961996643,20.981410465629615,18.981410465629615,0.0,2.0372073305700504,13.746516228669883,402.09308898099835,2.0930889809983206,1.0
86.30687196444788,50.15267423492555,26.845802270477666,0.0,-1.49160454095533,2.0624408391073263,-4.430230148065753,21.21465802565384,19.214658025653844,0.0,1.223053484698511,7.792061589334366,283.84732576507446,10.0,1.0
83.33206265258238,54.0,27.128009638858828,0.0,-3.4076043374864726,0.5823836139399917,-6.374398072228234,22.946007229144122,20.946007229144122,0.0,1.2564004819429415,8.033206265258238,280.0,14.359951805705858,1.0
54.90115908536421,26.217851603299568,13.623802137732756,0.0,-2.0098840914635794,3.546545587876508,-6.691074198350217,21.572264305236857,19.572264305236857,0.0,1.2811901068866378,6.264296793400867,440.0,34.05950534433189,1.0
62.05173252424226,32.71722796121238,20.127574466060835,0.0,-0.9410346504848452,3.728277203878762,-6.153792097090928,21.212757446606084,19.212757446606084,0.0,1.635861398060619,8.006881456363928,440.0,34.10346504848452,1.0
32.13475374304385,25.269507486087704,19.0,0.0,5.67304925139123,11.386524625695616,1.9078029944350812,13.352836189934653,11.352836189934653,0.0,1.3,3.0067376871521927,980.0,40.67376871521926,1.0
36.15770393168833,27.494622359012997,17.33691842732467,0.0,1.874912382846739,8.572761326451937,-1.2767009094493627,16.393546830815595,14.393546830815596,0.0,1.3831540786337664,3.2494622359012997,996.6308157267533,48.315407863376656,1.0
37.12791863868728,22.46802034032818,9.113367233880304,0.0,5.328494008698849,8.983147115146727,2.538375591606182,14.289238646623545,12.289238646623545,0.0,1.817732655322394,11.006395931934364,316.4534689355212,0.0,1.0
42.95378799654636,28.06150145234768,14.338429816298014,0.0,3.866157018370199,7.310771345580132,0.8153925459254967,15.950764472444702,13.950764472444702,0.0,1.8723071636049669,12.418450435704305,312.7692836395033,7.230716360496689,1.0
46.135406798178835,22.9540388931535,12.3180129643845,0.0,4.081863209497467,10.22260907506915,-0.18621166794605015,15.03180129643845,13.03180129643845,0.0,1.33180129643845,8.545341976256333,215.45341976256333,25.453419762563332,1.0
35.85959813636526,23.14899534091314,8.570200931817373,0.0,5.629369394318708,10.029799068182626,3.329799068182627,13.370200931817374,11.370200931817374,0.0,1.314469860227394,11.14641729772962,192.85100465908687,31.44698602273941,1.0
63.36817882756684,48.26306706033756,26.68408941378342,0.0,0.031591058621658064,7.747386587932487,-2.4578977646554145,17.38420447068917,15.384204470689172,0.0,1.1578977646554145,6.489316237918445,440.0,45.78977646554145,1.0
68.10226297976217,49.97078200578223,28.853910028911173,0.0,-0.2014608997108883,7.389773702023782,-2.436522492772207,17.523374395374212,15.523374395374212,0.0,1.1029217994217766,9.459094808095127,439.8539100289112,39.85391002891117,1.0
70.5226284465422,49.279249015273656,25.396245076368295,0.0,-0.23603754923631706,7.147737155345781,-3.3009387309079266,18.076600787781075,16.076600787781075,0.0,1.1720750984726342,8.490948621383122,436.3962450763683,36.396245076368295,1.0
55.580642282549675,38.556445135736766,20.790321141274838,0.0,1.6193577174503246,5.50564897562168,-0.804029883103482,17.6991904537409,15.6991904537409,0.0,1.5185481711912256,11.074192684764903,166.04839429362582,22.096788587251623,1.0
54.90038963261969,40.512938336697154,22.0,0.0,3.0745129592253866,6.871925291885956,0.8032970520796101,16.19301626322109,14.19301626322109,0.0,1.5062743520387305,9.785253261202799,171.62353887767617,10.0,1.0
72.59043968473844,53.04435926438969,30.317399474564066,0.0,-4.331395716264595,2.8413002627179673,-7.781223600668691,22.47678767422972,20.47678767422972,0.0,1.259043968473844,6.513307779316907,491.36520105087186,38.63479894912813,1.0
75.24963868094346,50.70562730419538,29.088022753496155,0.12352091013984615,-0.4251083957169619,5.4014429579545,-2.7398270305071923,18.719192036276347,16.719192036276347,0.0,1.3088022753496154,6.676334562237538,503.08802275349615,30.0,1.0
59.716373735744114,33.29353479245866,17.58706958491732,0.0,2.6358186867872053,10.861679516952565,-2.1248699773450808,15.68159523019626,13.681595230196258,0.0,1.2,4.177111728295474,940.0,50.0,1.0
27.65997693092658,17.797993079277973,8.936009227629368,0.0,6.2,10.040401384144404,2.6074025375980763,13.712798154474127,11.712798154474127,0.0,1.432998846546329,8.261983851648607,442.6599769309266,15.31995386185316,1.0
32.66556173792159,20.327808689607956,10.329466082725569,0.0,5.833775304831363,8.698508346194147,2.16788208828625,14.60016573931176,12.60016573931176,0.0,2.233941044143125,11.269373742092103,673.327808689608,3.327808689607955,1.0
48.16474396511143,23.131454607456057,8.557404964314188,0.0,7.326290921491212,10.977208296590867,0.33593716415473907,14.365557021411487,12.365557021411487,0.0,3.4918479429027,16.188689289453706,686.7221489294257,0.0,1.0
44.19119882554368,23.535076471362956,10.242091765635545,0.0,-0.09243611902605853,5.00440058722816,-4.633839177880576,19.81471929532621,17.81471929532621,0.0,1.3757908234364455,10.077028116918823,442.9298470572741,30.0,1.0
75.02459249356728,39.97540750643271,14.938518766081776,0.0,3.1588790437036915,7.012296246783645,-2.2460394550097664,17.63374320822612,15.633743208226122,0.0,2.1374320822612147,14.517214745497103,436.7486416452243,6.625679177387851,1.0
77.38456436003705,44.88489601979627,20.346638579648115,0.0,2.6269460379833314,8.111510398020373,-3.815369308011112,17.861543563996296,15.861543563996296,0.0,2.39614109000926,13.907585156077786,450.0,8.077178199814796,1.0
50.3690320540309,38.57043002251287,22.885913995497425,0.0,1.7973225959476822,8.777881783340472,-4.820139796848197,18.07112900675386,16.071129006753864,0.0,2.4912688036020603,12.607333227915966,641.1408600450258,1.1408600450257502,1.0
61.0,37.287446703596544,11.390972449536434,0.0,4.3459240736077405,9.253963594779416,-0.3644285009862491,15.56442850098625,13.56442850098625,0.0,2.2207051491879786,16.4678419153133,650.0,18.16079042343351,1.0
